flightId,timestamp,lat,lon,probability
35,10:05:12,49.00133,9.08037,0.0006269281
35,10:05:13,49.00131,9.08063,0.00032888606
35,10:05:14,49.00128,9.08088,0.00019527772
35,10:05:15,49.00127,9.08111,9.287002e-05
35,10:05:16,49.00125,9.08133,5.4763896e-05
35,10:05:17,49.00122,9.08152,3.2169162e-05
35,10:05:18,49.00121,9.0817,2.6846028e-05
35,10:05:19,49.00119,9.08186,2.4259996e-05
35,10:05:20,49.00117,9.08198,1.4143804e-05
35,10:05:21,49.00114,9.0821,7.6044603e-06
35,10:05:23,49.00108,9.08226,3.8060557e-06
35,10:05:23,49.00108,9.08226,3.8060557e-06
35,10:05:24,49.00105,9.08231,3.6681074e-06
35,10:05:25,49.00102,9.08235,2.035652e-06
35,10:05:26,49.00099,9.08238,1.630917e-06
35,10:05:27,49.00097,9.0824,1.1095685e-06
35,10:05:28,49.00095,9.08242,8.6084697e-07
36,10:17:49,49.00169,9.06437,0.08748654
36,10:17:50,49.00193,9.06439,0.049507115
36,10:17:51,49.00216,9.06449,0.05320037
36,10:17:52,49.00238,9.06464,0.05630736
36,10:17:53,49.00256,9.06486,0.05137362
36,10:17:55,49.00278,9.06544,0.05706245
36,10:17:57,49.00287,9.06609,0.07182815
36,10:17:58,49.00287,9.06642,0.07881622
36,10:17:59,49.00286,9.06674,0.08302328
36,10:18:00,49.00283,9.06708,0.08627191
36,10:18:01,49.00281,9.06742,0.08643412
36,10:18:02,49.00279,9.06776,0.08425625
36,10:18:03,49.00276,9.0681,0.09219672
36,10:18:04,49.00273,9.06845,0.0896176
36,10:18:05,49.00269,9.0688,0.102513306
36,10:18:06,49.00267,9.06914,0.10325622
36,10:18:07,49.00266,9.0695,0.10404842
36,10:18:08,49.00267,9.06984,0.115422465
36,10:18:09,49.00269,9.07019,0.11563602
36,10:18:11,49.00279,9.07087,0.12527068
36,10:18:12,49.00288,9.07121,0.13334562
36,10:18:13,49.00298,9.07153,0.12846868
36,10:18:14,49.00311,9.07184,0.12668568
36,10:18:15,49.00326,9.07213,0.13113156
36,10:18:16,49.00344,9.07238,0.12730289
36,10:18:17,49.00363,9.07262,0.12691957
36,10:18:18,49.00384,9.07282,0.1224362
36,10:18:19,49.00407,9.07299,0.112527035
36,10:18:20,49.00431,9.07314,0.108033545
36,10:18:21,49.00456,9.07326,0.10631374
36,10:18:22,49.00483,9.07335,0.11121323
36,10:18:23,49.00509,9.07342,0.11185635
